,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.8533333333333334, 0.11872336794093274)","(0.23, 0.11307393283031367)","(0.3283333333333333, 0.061139964328540776)","(103.53845739488412, 11.695222803878748)","(1.0506553347377727, 0.4565807564414777)"
1,2,"(0.0, 0.0)","(0.9533333333333334, 0.07432233529572063)","(0.3433333333333333, 0.1162919151265879)","(0.41, 0.06532883852371128)","(96.02542841355704, 17.66986156733364)","(0.9905648304653975, 0.386876758756637)"
2,3,"(0.0, 0.0)","(0.9666666666666667, 0.06172133998483675)","(0.44333333333333336, 0.1178174536346478)","(0.4633333333333333, 0.06258327785172864)","(97.7643245551347, 15.969316673721508)","(0.9628576072049327, 0.31656951436810893)"
3,4,"(0.0, 0.0)","(0.9733333333333334, 0.05936168397046636)","(0.47333333333333333, 0.1193234898839924)","(0.48, 0.06210590034081188)","(90.3526093758565, 15.235924887720373)","(0.9932081564717615, 0.25405590253104005)"
4,5,"(0.0, 0.0)","(0.9933333333333333, 0.025819888974716106)","(0.52, 0.152127765851133)","(0.5083333333333333, 0.07772815877574013)","(78.08305923504523, 4.70544911265373)","(0.6551124939384559, 0.23991796403582247)"
