budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
1,"(0.0, 0.0)","(0.48, 0.12649110640673517)","(0.013333333333333334, 0.035186577527449844)","(0.03333333333333333, 0.0723746864455746)","(0.13333333333333333, 0.1397276262011544)","(0.132, 0.0405674042269688)","(16.64501222951027, 1.0079865550920557)","(1.045873040659353, 1.5791600369592367)"
2,"(0.13333333333333333, 0.10465362369445672)","(0.7066666666666667, 0.17099150633319551)","(0.02666666666666667, 0.04577377082170635)","(0.44666666666666666, 0.16417180315870614)","(0.35333333333333333, 0.17265434778633235)","(0.3333333333333333, 0.0723746864455746)","(23.8440879698998, 0.8744570991150664)","(0.5989694182140132, 0.3299623460435263)"
3,"(0.19333333333333333, 0.14375905768565217)","(0.7933333333333333, 0.1334523278535216)","(0.02666666666666667, 0.05936168397046637)","(0.7266666666666667, 0.17511900715418263)","(0.4866666666666667, 0.17674302033770736)","(0.44533333333333336, 0.06610237370566818)","(31.135960567618408, 1.2916746798638608)","(0.6425332861642042, 0.3955967259284187)"
4,"(0.34, 0.20976176963403032)","(0.82, 0.152127765851133)","(0.060000000000000005, 0.07367883976130073)","(0.7866666666666666, 0.17674302033770736)","(0.6066666666666667, 0.15796322658258458)","(0.5226666666666667, 0.08171961354592444)","(38.77466653551286, 1.6787339082985073)","(0.5620769198673466, 0.2196217340366391)"
5,"(0.48666666666666664, 0.27740292167239505)","(0.84, 0.12983506020002017)","(0.08666666666666667, 0.13557637102737474)","(0.8933333333333333, 0.10997835284835873)","(0.72, 0.16987390281365428)","(0.6053333333333333, 0.08052210580834013)","(45.71152223719594, 2.0746351940995114)","(0.5691060286480933, 0.20455176275519532)"
