,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.8466666666666667, 0.13557637102737474)","(0.24666666666666667, 0.10431180365113232)","(0.335, 0.06668154595859765)","(345.7692712640235, 17.72512395187893)","(1.6194453246891498, 0.5414578998242533)"
1,2,"(0.02666666666666667, 0.04577377082170635)","(0.9400000000000001, 0.11212238211627762)","(0.4366666666666667, 0.11720962092804174)","(0.46, 0.07058429610857402)","(298.44292036807167, 100.15048271261551)","(1.3662115245281408, 0.49196362689106504)"
2,3,"(0.03333333333333333, 0.06172133998483677)","(0.9733333333333334, 0.07037315505489966)","(0.6133333333333333, 0.1216943869269401)","(0.5583333333333333, 0.07049991556901394)","(138.91694513180605, 0.6807973463910845)","(0.86219346121264, 0.228202528476918)"
3,4,"(0.060000000000000005, 0.07367883976130073)","(0.9733333333333334, 0.07988086367179803)","(0.6733333333333333, 0.11159023681479018)","(0.595, 0.05444525428617001)","(138.93865532173464, 0.5811684138760663)","(0.8865380255350223, 0.2625643894255801)"
4,5,"(0.07333333333333333, 0.13870146083619753)","(0.9733333333333334, 0.05936168397046636)","(0.73, 0.10141851056742199)","(0.6266666666666667, 0.054663472612844835)","(138.7794086531736, 1.6537648456066323)","(0.8572384715235482, 0.22222698158319856)"
