,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.006666666666666667, 0.025819888974716113)","(0.7933333333333333, 0.12227992865708157)","(0.18333333333333335, 0.07943251103624893)","(0.2916666666666667, 0.060993754559283325)","(13.35588155433846, 0.21816655986606792)","(1.0882422801262388, 0.35449003780773924)"
1,2,"(0.0, 0.0)","(0.8666666666666667, 0.12909944487358055)","(0.37, 0.1398979219696582)","(0.40166666666666667, 0.09232447954800245)","(13.694409464641163, 0.30321171773801814)","(1.0430745852955927, 0.2624100038292996)"
2,3,"(0.013333333333333334, 0.035186577527449844)","(0.8666666666666667, 0.08997354108424375)","(0.44, 0.11212238211627762)","(0.44, 0.06035608621222174)","(13.942298262845725, 0.3510347824504455)","(1.085282296097527, 0.3493271494019439)"
3,4,"(0.0, 0.0)","(0.9133333333333333, 0.06399404734221843)","(0.5366666666666666, 0.11412190641506793)","(0.49666666666666665, 0.06258327785172862)","(14.502715887051696, 0.5537420506208657)","(1.0360331595564882, 0.26222862837340855)"
4,5,"(0.03333333333333333, 0.10465362369445673)","(0.9533333333333334, 0.06399404734221843)","(0.5966666666666667, 0.12601965077301389)","(0.545, 0.06560161147846469)","(14.809741166451325, 0.567075141079598)","(1.066169473885869, 0.2892114803439159)"
