,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.7333333333333333, 0.1759328876372492)","(0.14, 0.09296696802013682)","(0.25333333333333335, 0.06935073041809878)","(13.35588155433846, 0.21816655986606792)","(1.0882422801262388, 0.35449003780773924)"
1,2,"(0.0, 0.0)","(0.8666666666666667, 0.11751393027860063)","(0.22333333333333333, 0.09976162063830435)","(0.3283333333333333, 0.06258327785172862)","(13.694409464641163, 0.30321171773801814)","(1.0430745852955927, 0.2624100038292996)"
2,3,"(0.006666666666666667, 0.025819888974716113)","(0.88, 0.11464230084422217)","(0.3433333333333333, 0.1178174536346478)","(0.3933333333333333, 0.06712639109137612)","(13.942298262845725, 0.3510347824504455)","(1.085282296097527, 0.3493271494019439)"
3,4,"(0.0, 0.0)","(0.92, 0.09411239481143202)","(0.43333333333333335, 0.11751393027860063)","(0.44666666666666666, 0.06805110124716851)","(14.502715887051696, 0.5537420506208657)","(1.0360331595564882, 0.26222862837340855)"
4,5,"(0.02666666666666667, 0.10327955589886445)","(0.9333333333333333, 0.0816496580927726)","(0.49333333333333335, 0.11629191512658792)","(0.4866666666666667, 0.06040537661342345)","(14.809741166451325, 0.567075141079598)","(1.066169473885869, 0.2892114803439159)"
