,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.006666666666666667, 0.025819888974716113)","(0.9, 0.07559289460184543)","(0.31333333333333335, 0.13557637102737474)","(0.38333333333333336, 0.06857390868530794)","(14.763813358607392, 1.4208957141599214)","(1.1857108609906086, 0.3323896240048443)"
1,2,"(0.026666666666666665, 0.07988086367179802)","(0.9866666666666667, 0.03518657752744983)","(0.53, 0.11307393283031367)","(0.5183333333333333, 0.06084719346347006)","(22.127240661717952, 1.383835857350766)","(1.2635459262722482, 0.3825555940122621)"
2,3,"(0.02666666666666667, 0.04577377082170635)","(0.9866666666666667, 0.03518657752744983)","(0.6366666666666667, 0.10258562045340235)","(0.5716666666666667, 0.05814595756329396)","(29.80622555751664, 1.9092647320978378)","(1.1392197673364233, 0.41665855480722713)"
3,4,"(0.05333333333333334, 0.0915475416434127)","(0.9933333333333333, 0.025819888974716106)","(0.7666666666666667, 0.12630273533214137)","(0.645, 0.07629828681843762)","(37.491866138251495, 2.777154034457606)","(0.8301933672744781, 0.24243848055136943)"
4,5,"(0.14666666666666667, 0.16417180315870614)","(0.9933333333333333, 0.025819888974716106)","(0.8333333333333334, 0.11443442705426585)","(0.7016666666666667, 0.05936168397046636)","(45.50560343763791, 3.32697093050535)","(0.8179232475037376, 0.22382948316949713)"
