,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.8333333333333334, 0.20930724738891346)","(0.19666666666666666, 0.10431180365113231)","(0.30666666666666664, 0.07875519635161195)","(107.91544464879358, 8.944978520670295)","(1.1010486825214079, 0.3660513473735034)"
1,2,"(0.0, 0.0)","(0.9333333333333333, 0.11126972805283736)","(0.30333333333333334, 0.12459458063579461)","(0.385, 0.06109126661923829)","(101.76988597869253, 8.874536953996737)","(1.0561779603982966, 0.3142612801639939)"
2,3,"(0.0, 0.0)","(0.9333333333333333, 0.09759000729485331)","(0.36333333333333334, 0.10258562045340236)","(0.415, 0.0632455532033676)","(94.15631905137562, 7.445901811480007)","(1.0506465282446393, 0.31979819243466207)"
3,4,"(0.0, 0.0)","(0.9266666666666666, 0.09611501047232549)","(0.45, 0.14759984514122731)","(0.45666666666666667, 0.08154023254694287)","(92.05898414913875, 6.418957452562935)","(1.0699841911128412, 0.3292861891168609)"
4,5,"(0.0, 0.0)","(0.9266666666666666, 0.09611501047232549)","(0.45666666666666667, 0.12516655570345725)","(0.46, 0.06866065623255951)","(90.30714050425837, 6.304661715142929)","(1.0521402928978205, 0.2831351068284068)"
