budget,high_margin,low_margin,other,total,time,time_defense
1,"(0.0, 0.0)","(0.9, 0.07559289460184543)","(0.19, 0.060356086212221736)","(0.32, 0.03803194146278324)","(6.282506751350593, 0.9154849980967974)","(0.6428965360702326, 0.2513155202301185)"
2,"(0.07333333333333333, 0.07988086367179803)","(0.96, 0.06324555320336757)","(0.41000000000000003, 0.12983506020002017)","(0.4633333333333333, 0.06935073041809878)","(7.653722363372799, 0.19148897592800726)","(0.68325675947126, 0.4554255853656459)"
3,"(0.13333333333333333, 0.1447493728911492)","(0.9666666666666667, 0.06172133998483675)","(0.49666666666666665, 0.13156566348984758)","(0.5233333333333333, 0.09611501047232547)","(9.358436677403127, 0.2283631329836545)","(0.640715833605888, 0.30606766241508876)"
4,"(0.20666666666666667, 0.2051712409068047)","(0.9933333333333333, 0.025819888974716106)","(0.5866666666666667, 0.1540717210850039)","(0.5933333333333333, 0.10371090772407877)","(11.020919174157704, 0.3150265777409771)","(0.682795335810321, 0.43410725857454346)"
5,"(0.20666666666666667, 0.19073791542572857)","(0.9866666666666667, 0.05163977794943221)","(0.6133333333333333, 0.10258562045340233)","(0.605, 0.07511895328648517)","(12.697058223187923, 0.5201254230454843)","(0.6242784405942075, 0.3508513788909649)"
