,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.05, 0.097182531580755)","(0.8300000000000001, 0.1636391694484477)","(0.31, 0.06146362971528592)","(0.375, 0.040824829046386304)","(142.75777474432252, 9.903912865042662)","(1.1945490429876373, 0.5871036165173871)"
1,2,"(0.11, 0.11972189997378647)","(0.89, 0.09944289260117532)","(0.425, 0.1457737973711325)","(0.4625, 0.08759915017345267)","(144.7474238803843, 8.077306364987825)","(1.1835923547158018, 0.8719192805820216)"
2,3,"(0.24, 0.16465452046971293)","(0.92, 0.06324555320336757)","(0.555, 0.08959786703810407)","(0.5675, 0.04866267106885476)","(96.37057985179126, 12.80184576441639)","(0.7466308024246245, 0.35610914139973954)"
3,4,"(0.28, 0.20439612955674522)","(0.97, 0.04830458915396478)","(0.605, 0.13006408676751113)","(0.615, 0.09732534213770955)","(90.77598326678853, 6.671897193962869)","(0.8598210970172658, 0.6865616102665147)"
4,5,"(0.34, 0.24129281427805144)","(0.98, 0.04216370213557838)","(0.75, 0.10801234497346433)","(0.705, 0.093392838174146)","(87.4872429859126, 7.230184251261352)","(0.7123069813707843, 0.3317584909069752)"
