budget,high_margin,low_margin,other,total,time,time_defense
1,"(0.02666666666666667, 0.05936168397046637)","(0.5266666666666666, 0.20862360730226465)","(0.11666666666666667, 0.12909944487358055)","(0.19666666666666666, 0.10038615916739195)","(0.04400986221929391, 0.0061226053204698596)","(0.504559533453236, 0.2959182020655548)"
2,"(0.08666666666666667, 0.0990430401872025)","(0.7133333333333334, 0.17674302033770736)","(0.31333333333333335, 0.13291601358251257)","(0.3566666666666667, 0.07761320457119086)","(0.06602017854650816, 0.002741602239624594)","(0.4863311837737759, 0.24608213302984117)"
3,"(0.15333333333333335, 0.14573295865416044)","(0.8, 0.15583874449479593)","(0.36333333333333334, 0.18270454942598552)","(0.42, 0.08028965419920908)","(0.10947527798513572, 0.020411695099280133)","(0.45554793762664, 0.24445201990773424)"
4,"(0.16, 0.16388149028228557)","(0.78, 0.18973665961010278)","(0.4166666666666667, 0.1789519754677481)","(0.44333333333333336, 0.09703951085339757)","(0.14919677960375946, 0.01173019092936382)","(0.4677942417251567, 0.27500448755835066)"
5,"(0.18666666666666668, 0.17265434778633237)","(0.78, 0.19346465162548798)","(0.4533333333333333, 0.16633299933166198)","(0.4683333333333333, 0.083166499665831)","(0.21895447483596703, 0.026326880637311215)","(0.4652251732690881, 0.2440874017982141)"
