budget,high_margin,low_margin,other,total,time,time_defense
1,"(0.03333333333333333, 0.12909944487358055)","(0.5666666666666667, 0.22572634084745394)","(0.09, 0.08904252595569956)","(0.195, 0.09458556217218658)","(0.04400986221929391, 0.0061226053204698596)","(0.504559533453236, 0.2959182020655548)"
2,"(0.06666666666666667, 0.09759000729485333)","(0.7533333333333333, 0.13020130933435714)","(0.29, 0.11051825964195108)","(0.35, 0.0674801558131828)","(0.06602017854650816, 0.002741602239624594)","(0.4863311837737759, 0.24608213302984117)"
3,"(0.11333333333333334, 0.0990430401872025)","(0.8133333333333334, 0.11872336794093274)","(0.35666666666666663, 0.14499589485157682)","(0.41, 0.060356086212221736)","(0.10947527798513572, 0.020411695099280133)","(0.45554793762664, 0.24445201990773424)"
4,"(0.12, 0.14242792663559448)","(0.8200000000000001, 0.16561573424216502)","(0.3833333333333333, 0.1759328876372492)","(0.42666666666666664, 0.0868427698007535)","(0.14919677960375946, 0.01173019092936382)","(0.4677942417251567, 0.27500448755835066)"
5,"(0.14666666666666667, 0.13557637102737477)","(0.78, 0.19712215212183246)","(0.46, 0.19657786534311827)","(0.46166666666666667, 0.09395414281648765)","(0.21895447483596703, 0.026326880637311215)","(0.4652251732690881, 0.2440874017982141)"
