,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.06, 0.09660917830792959)","(0.84, 0.1505545305418162)","(0.305, 0.08959786703810409)","(0.3775, 0.0681603501555951)","(13.580486451787873, 1.3721320436196442)","(1.2406108751427383, 0.6730143084250516)"
1,2,"(0.25, 0.22236106773543887)","(0.91, 0.11005049346146119)","(0.53, 0.08563488385776752)","(0.5549999999999999, 0.07434902674398486)","(19.319801142672077, 0.6718803193460968)","(1.2621108616236598, 0.8034254464387359)"
2,3,"(0.48, 0.2699794230842212)","(0.97, 0.04830458915396478)","(0.71, 0.11498792207106893)","(0.7175, 0.07732507139774697)","(26.006145980302243, 1.6187894338077078)","(1.183927293261513, 0.670609148575625)"
3,4,"(0.49, 0.24244128727957578)","(0.97, 0.04830458915396478)","(0.735, 0.1179689224612426)","(0.7325, 0.10072652745594546)","(32.10225761723704, 1.641105368235461)","(1.1442502435296773, 0.7224439038651523)"
4,5,"(0.53, 0.3056868404829433)","(0.99, 0.031622776601683784)","(0.795, 0.09846036991827953)","(0.7775, 0.10830127730856487)","(38.23813485042192, 2.282104880752435)","(1.0830894879531114, 0.622463535404449)"
