budget,high_margin,low_margin,other,total,time,time_defense
1,"(0.03333333333333333, 0.08164965809277261)","(0.8266666666666667, 0.16242214252050852)","(0.27, 0.11148350294358098)","(0.35, 0.05747670335511101)","(6.282506751350593, 0.9154849980967974)","(0.6428965360702326, 0.2513155202301185)"
2,"(0.18666666666666668, 0.20307165050320353)","(0.9333333333333333, 0.11751393027860062)","(0.4766666666666667, 0.1474384455903386)","(0.5183333333333333, 0.09518153082149819)","(7.653722363372799, 0.19148897592800726)","(0.68325675947126, 0.4554255853656459)"
3,"(0.34, 0.3290679478249352)","(0.9733333333333334, 0.04577377082170634)","(0.5433333333333333, 0.13345232785352157)","(0.6, 0.127825215486952)","(9.358436677403127, 0.2283631329836545)","(0.640715833605888, 0.30606766241508876)"
4,"(0.3, 0.2267786838055363)","(0.9733333333333334, 0.05936168397046636)","(0.6833333333333333, 0.15197117521174236)","(0.66, 0.10929971899062034)","(11.020919174157704, 0.3150265777409771)","(0.682795335810321, 0.43410725857454346)"
5,"(0.42, 0.27825989906663057)","(0.9866666666666667, 0.03518657752744983)","(0.7333333333333334, 0.14351041110399657)","(0.7183333333333334, 0.10456827343665863)","(12.697058223187923, 0.5201254230454843)","(0.6242784405942075, 0.3508513788909649)"
