budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
1,"(0.0, 0.0)","(0.26, 0.20283702113484398)","(0.02, 0.056061191058138816)","(0.42666666666666664, 0.1869555587629877)","(0.25333333333333335, 0.14074631010979935)","(0.192, 0.08678380362388234)","(10.673938352509868, 1.0729233203809654)","(1.9697876596086037, 0.744300595779165)"
2,"(0.0, 0.0)","(0.2866666666666667, 0.19223002094465094)","(0.02, 0.056061191058138816)","(0.47333333333333333, 0.21865389045137937)","(0.29333333333333333, 0.13870146083619753)","(0.21466666666666667, 0.09869626325729046)","(12.752245237022484, 0.3012189042438201)","(1.9736015141243115, 0.7904188810188295)"
3,"(0.0, 0.0)","(0.26, 0.20632844828435212)","(0.02, 0.056061191058138816)","(0.4533333333333333, 0.188477610139267)","(0.28, 0.13201731488169052)","(0.20266666666666666, 0.08547904226573123)","(15.158424460185536, 0.6577939732271222)","(1.9311557914091584, 0.7179180831899276)"
4,"(0.0, 0.0)","(0.28, 0.19346465162548795)","(0.02, 0.056061191058138816)","(0.48, 0.18973665961010278)","(0.28, 0.14735767952260145)","(0.212, 0.09252026804976302)","(17.44589877197674, 0.8748004827311937)","(1.9254327433921086, 0.7167006586404784)"
5,"(0.0, 0.0)","(0.24666666666666667, 0.20998866182543782)","(0.02, 0.056061191058138816)","(0.5, 0.20354009783964294)","(0.2733333333333333, 0.13345232785352157)","(0.208, 0.09465727652959385)","(19.750358238971483, 1.0578333824529063)","(1.9275533428764902, 0.7137743011220294)"
