budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
1,"(0.0, 0.0)","(0.10666666666666666, 0.22189658681037713)","(0.02, 0.056061191058138816)","(0.060000000000000005, 0.07367883976130073)","(0.05333333333333334, 0.11254628677422755)","(0.048, 0.08512176152849685)","(24.194706404888226, 1.5821524594068321)","(1.9224146340663235, 0.7254189794107613)"
2,"(0.0, 0.0)","(0.10666666666666666, 0.22189658681037713)","(0.02666666666666667, 0.05936168397046637)","(0.060000000000000005, 0.08280786712108251)","(0.04666666666666667, 0.11254628677422755)","(0.048, 0.0854567559813567)","(31.023424893865982, 2.626570286856355)","(1.927337405861666, 0.7127309868645837)"
3,"(0.006666666666666667, 0.025819888974716113)","(0.10666666666666666, 0.22189658681037713)","(0.02, 0.056061191058138816)","(0.09333333333333334, 0.08837151016885368)","(0.04666666666666667, 0.11254628677422755)","(0.05466666666666667, 0.08262364471909156)","(38.5820881748572, 4.266078176947331)","(1.9282140530684653, 0.7139597581975)"
4,"(0.026666666666666665, 0.07988086367179802)","(0.10666666666666666, 0.22189658681037713)","(0.02, 0.056061191058138816)","(0.10666666666666667, 0.07037315505489969)","(0.04666666666666667, 0.11254628677422755)","(0.06133333333333334, 0.0801664934163062)","(46.895023844895576, 6.8397238821872355)","(1.9298931619268842, 0.7164101487387878)"
5,"(0.013333333333333334, 0.051639777949432225)","(0.10666666666666666, 0.22189658681037713)","(0.02, 0.056061191058138816)","(0.1, 0.08451542547285167)","(0.04666666666666667, 0.11254628677422755)","(0.05733333333333333, 0.08171961354592444)","(56.03733077242893, 8.987201366124824)","(1.9893947166739963, 0.7443949609261327)"
