,budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.86, 0.145405835999994)","(0.13333333333333333, 0.11751393027860063)","(0.15333333333333332, 0.2065591117977289)","(0.2866666666666667, 0.1302013093343571)","(0.2866666666666667, 0.05639993245521116)","(275.94407731580236, 53.881796702860875)","(1.1590935655559103, 0.37610172708107353)"
1,2,"(0.013333333333333334, 0.035186577527449844)","(0.9533333333333334, 0.11254628677422755)","(0.14, 0.10555973258234952)","(0.4266666666666667, 0.25203930154602777)","(0.5333333333333333, 0.18387366263150307)","(0.41333333333333333, 0.080946778517622)","(155.01368044813475, 11.91493715834974)","(0.8192976646125316, 0.20964777638370014)"
2,3,"(0.060000000000000005, 0.07367883976130073)","(0.9666666666666667, 0.07237468644557457)","(0.16666666666666666, 0.13972762620115436)","(0.58, 0.27825989906663057)","(0.6666666666666666, 0.11751393027860063)","(0.488, 0.048284868969777406)","(168.05281787260125, 5.95786759554084)","(0.8565302161499858, 0.2251647793181584)"
3,4,"(0.06666666666666667, 0.08164965809277261)","(0.96, 0.08280786712108251)","(0.16666666666666669, 0.12344267996967354)","(0.6066666666666667, 0.27377432485969344)","(0.7333333333333333, 0.1397276262011544)","(0.5066666666666667, 0.05839112783226412)","(169.66737663441648, 6.562127530382858)","(0.8691574556132158, 0.24396178946086586)"
4,5,"(0.08666666666666667, 0.1505545305418162)","(0.98, 0.056061191058138796)","(0.26, 0.11212238211627762)","(0.68, 0.20424075429327448)","(0.8, 0.13093073414159545)","(0.5613333333333334, 0.057800972145391996)","(169.94198831226677, 4.123386469761908)","(0.8550221378604571, 0.22247513974661434)"
