,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.0, 0.0)","(0.5933333333333334, 0.1162919151265879)","(0.04666666666666667, 0.06399404734221845)","(0.02666666666666667, 0.05936168397046637)","(0.1, 0.07559289460184546)","(0.15333333333333335, 0.03436498771936898)","(0.03864053667833408, 0.0028671086571534924)"
1,2,"(0.006666666666666667, 0.025819888974716113)","(0.6866666666666666, 0.09904304018720252)","(0.04, 0.050709255283711)","(0.31333333333333335, 0.24746332099544618)","(0.22, 0.17402791237532642)","(0.25333333333333335, 0.071978832867395)","(0.04959690424924095, 0.0022654902609496102)"
2,3,"(0.006666666666666667, 0.025819888974716113)","(0.6666666666666666, 0.14960264830861913)","(0.013333333333333334, 0.035186577527449844)","(0.38, 0.26779523094014523)","(0.3466666666666667, 0.14074631010979935)","(0.2826666666666667, 0.0528429839466031)","(0.061308097063253325, 0.0017123154232754482)"
3,4,"(0.02, 0.056061191058138816)","(0.7, 0.14142135623730953)","(0.02, 0.041403933560541256)","(0.4266666666666667, 0.24918916127158922)","(0.4066666666666667, 0.19444671200491873)","(0.3146666666666667, 0.06345602151621757)","(0.07204132126644254, 0.0019227611072862234)"
4,5,"(0.02, 0.056061191058138816)","(0.6933333333333334, 0.0961150104723255)","(0.006666666666666667, 0.025819888974716113)","(0.44666666666666666, 0.30674947122242624)","(0.37333333333333335, 0.20517124090680472)","(0.308, 0.057965506984757754)","(0.07718445391704638, 0.0017335049555955617)"
