,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.0, 0.0)","(0.9666666666666667, 0.07237468644557457)","(0.05333333333333334, 0.051639777949432225)","(0.12666666666666668, 0.08837151016885368)","(0.38666666666666666, 0.15976172734359603)","(0.30666666666666664, 0.04117326918327102)","(153.02373002693056, 22.74995257954985)"
1,2,"(0.0, 0.0)","(1.0, 0.0)","(0.1, 0.08451542547285167)","(0.8666666666666667, 0.12344267996967354)","(0.5933333333333334, 0.17099150633319551)","(0.512, 0.04195235392680606)","(155.20412955104064, 23.500724770724414)"
2,3,"(0.02, 0.056061191058138816)","(1.0, 0.0)","(0.12666666666666668, 0.10327955589886445)","(0.9666666666666667, 0.06172133998483675)","(0.7866666666666666, 0.12459458063579462)","(0.58, 0.03295017884191654)","(154.82616251676032, 23.61221841405559)"
3,4,"(0.04666666666666667, 0.0915475416434127)","(1.0, 0.0)","(0.16666666666666669, 0.10465362369445672)","(0.98, 0.04140393356054124)","(0.8533333333333334, 0.07432233529572065)","(0.6093333333333333, 0.029146591730832103)","(154.63861781464269, 23.57337589471685)"
4,5,"(0.04666666666666667, 0.0915475416434127)","(1.0, 0.0)","(0.19333333333333333, 0.12227992865708155)","(0.98, 0.04140393356054124)","(0.9066666666666667, 0.079880863671798)","(0.6253333333333333, 0.037391111752597544)","(153.90101911804328, 22.65144181479504)"
