,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.0, 0.0)","(0.9933333333333333, 0.025819888974716106)","(0.02, 0.041403933560541256)","(0.04, 0.10555973258234953)","(0.26, 0.09102589898327995)","(0.26266666666666666, 0.03692979181920098)","(16.900235859056313, 0.36789140512086216)"
1,2,"(0.0, 0.0)","(1.0, 0.0)","(0.08, 0.07745966692414834)","(0.6466666666666666, 0.2503331114069145)","(0.5066666666666667, 0.20517124090680472)","(0.44666666666666666, 0.07584445235072208)","(17.737336804158986, 0.4334667491297222)"
2,3,"(0.013333333333333334, 0.051639777949432225)","(1.0, 0.0)","(0.12666666666666668, 0.08837151016885368)","(0.9333333333333333, 0.16761634196950517)","(0.6933333333333334, 0.16242214252050854)","(0.5533333333333333, 0.04879500364742665)","(18.44765624431893, 0.39768679306156485)"
3,4,"(0.04666666666666667, 0.07432233529572066)","(1.0, 0.0)","(0.14666666666666667, 0.0833809387832792)","(0.9333333333333333, 0.12909944487358055)","(0.78, 0.152127765851133)","(0.5813333333333334, 0.0381475830851457)","(18.99615809166183, 0.4611207314610519)"
4,5,"(0.05333333333333334, 0.07432233529572066)","(1.0, 0.0)","(0.16666666666666666, 0.10465362369445672)","(0.9666666666666667, 0.08997354108424374)","(0.8466666666666667, 0.16846647257229666)","(0.6066666666666667, 0.049952358255022304)","(19.23689344767481, 0.6231011797676744)"
