,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.0, 0.0)","(0.9933333333333333, 0.025819888974716106)","(0.06666666666666667, 0.06172133998483677)","(0.08, 0.07745966692414834)","(0.32666666666666666, 0.16242214252050852)","(0.29333333333333333, 0.04117326918327102)","(110.85671860181417, 7.6311863893414)"
1,2,"(0.0, 0.0)","(1.0, 0.0)","(0.08666666666666667, 0.06399404734221845)","(0.6933333333333334, 0.2016597794967223)","(0.62, 0.101418510567422)","(0.48, 0.05237229365663817)","(104.17230197492366, 8.616507038390184)"
2,3,"(0.0, 0.0)","(1.0, 0.0)","(0.10666666666666667, 0.10327955589886445)","(0.88, 0.12071217242444347)","(0.76, 0.11212238211627765)","(0.5493333333333333, 0.03283436063174122)","(95.58392894258722, 10.937619758042018)"
3,4,"(0.013333333333333334, 0.051639777949432225)","(1.0, 0.0)","(0.17333333333333334, 0.12227992865708155)","(0.9400000000000001, 0.06324555320336757)","(0.8533333333333334, 0.12459458063579462)","(0.596, 0.04355620342893601)","(95.83624966073161, 5.900681068516784)"
4,5,"(0.006666666666666667, 0.025819888974716113)","(1.0, 0.0)","(0.20666666666666667, 0.14375905768565217)","(0.92, 0.09411239481143202)","(0.8266666666666667, 0.1334523278535216)","(0.592, 0.05492852498604762)","(95.09189685198167, 14.168067348620673)"
