,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.04, 0.08432740427115679)","(0.81, 0.1449137674618944)","(0.2, 0.11055415967851333)","(0.3125, 0.07288689868556626)","(13.39965029596351, 0.3191304953684137)","(4.796527263335884, 5.937868840158953)"
1,2,"(0.25, 0.2223610677354389)","(0.89, 0.09944289260117532)","(0.395, 0.1499073788117924)","(0.4825, 0.08744045593049783)","(13.698839577916079, 0.1990048055207618)","(4.709004535735585, 5.8776499237159925)"
2,3,"(0.27, 0.23593784492248518)","(0.88, 0.13984117975602023)","(0.465, 0.1700490125424628)","(0.52, 0.1234908903522847)","(14.034316037991085, 0.28070961112533643)","(4.75770048534032, 5.8342839439920695)"
3,4,"(0.43, 0.30568684048294337)","(0.96, 0.06992058987801009)","(0.5750000000000001, 0.14577379737113252)","(0.635, 0.1286683937707919)","(14.16255472516641, 0.25770775240218247)","(4.788815151900053, 5.9775471381276235)"
4,5,"(0.44, 0.3272783388968954)","(0.97, 0.04830458915396478)","(0.58, 0.1567021236472421)","(0.6425, 0.12858741082323036)","(14.312015635380522, 0.4674169476397007)","(4.711440897546709, 5.872651547014082)"
