,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.02, 0.04216370213557839)","(0.9, 0.08164965809277258)","(0.185, 0.11796892246124259)","(0.3225, 0.06503204338375557)","(983.8273773298599, 327.72606170646964)","(8.43338336814195, 8.655118273880749)"
1,2,"(0.36, 0.2836272984824353)","(0.89, 0.15238839267549947)","(0.42500000000000004, 0.1874536979866999)","(0.525, 0.10992421631894099)","(180.78297180815133, 35.29487197764172)","(5.001075207372196, 5.948593650505214)"
2,3,"(0.35, 0.2877112750272012)","(0.93, 0.09486832980505136)","(0.51, 0.14681810363696826)","(0.575, 0.0950146187582615)","(178.06389899407515, 34.302008640037464)","(5.021998675935902, 5.928029267526177)"
3,4,"(0.39, 0.2806737924669451)","(0.97, 0.04830458915396478)","(0.655, 0.15890248582070704)","(0.6675, 0.11489729713482771)","(183.48541276287287, 36.290984912153085)","(5.055168772931211, 5.9299545999985135)"
4,5,"(0.44, 0.2913569784454954)","(0.98, 0.04216370213557838)","(0.715, 0.13550317749451896)","(0.7125, 0.11621938067484462)","(183.3044899376342, 36.31711455660032)","(5.057574468990788, 5.94808145958216)"
