budget,high_margin,low_margin,other,total,time,time_defense
1,"(0.0, 0.0)","(0.8666666666666667, 0.14474937289114917)","(0.19333333333333333, 0.13345232785352157)","(0.31333333333333335, 0.08755950357709132)","(5.79736923421345, 0.9286650050426801)","(2.062594024545979, 1.668238193890048)"
2,"(0.26, 0.29952343099378004)","(0.92, 0.12071217242444347)","(0.3333333333333333, 0.1507915622244668)","(0.46166666666666667, 0.09676308820048705)","(6.6740882620099, 0.12919301896592758)","(1.9556223842625817, 1.6511794170119822)"
3,"(0.26, 0.3089151524748688)","(0.9266666666666666, 0.10997835284835873)","(0.39666666666666667, 0.14695318334503032)","(0.495, 0.13099890948292006)","(7.839337119141904, 0.23003005663441936)","(1.9514189108119657, 1.6480016102831105)"
4,"(0.4533333333333333, 0.3583028779970269)","(0.9533333333333334, 0.07432233529572063)","(0.51, 0.16924200761884486)","(0.6066666666666667, 0.1304068724452526)","(8.989733367917749, 0.31070129622919396)","(1.9099268984049558, 1.6686428390814763)"
5,"(0.38, 0.356971387408811)","(0.9666666666666667, 0.07237468644557457)","(0.5766666666666667, 0.1602081978759722)","(0.625, 0.1349603116263656)","(10.209557351159553, 0.3244436937875912)","(1.9787448885928218, 1.639471275753028)"
