,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.030000000000000002, 0.0674948557710553)","(0.66, 0.17126976771553507)","(0.105, 0.08959786703810409)","(0.225, 0.07359800721939873)","(0.048363501112908124, 0.0047562562868134805)","(8.546161913475952, 9.506597797432516)"
1,2,"(0.29, 0.24244128727957576)","(0.64, 0.17126976771553507)","(0.26, 0.13703203194062977)","(0.3625, 0.09298297335175583)","(0.045464790589176116, 0.002987236469002251)","(5.793004590133205, 6.927747710661245)"
2,3,"(0.31, 0.25144029554194813)","(0.75, 0.14337208778404378)","(0.345, 0.1363207003111902)","(0.4375, 0.1015504800579495)","(0.06678870606701821, 0.00704595107477863)","(6.708600212121382, 6.941823798870331)"
3,4,"(0.32, 0.214993539954628)","(0.73, 0.14181364924121767)","(0.33, 0.12952906151816965)","(0.4275, 0.05706964556087978)","(0.06767814089544118, 0.005627173704501148)","(6.671846758993342, 9.418750640090687)"
4,5,"(0.26, 0.2633122354417533)","(0.76, 0.14298407059684812)","(0.365, 0.17646214576755234)","(0.4375, 0.13604023097762089)","(0.0717535219853744, 0.002466784727873746)","(5.7458557049743835, 7.079844847461063)"
