budget,high_margin,low_margin,other,total,time,time_defense
1,"(0.04, 0.10555973258234953)","(0.5933333333333334, 0.19444671200491875)","(0.14, 0.14292855358035159)","(0.22833333333333333, 0.1121489230995151)","(0.04261056569715341, 0.006429402014542149)","(1.6615000874735415, 1.668332101197923)"
2,"(0.36666666666666664, 0.3559026084010437)","(0.7133333333333334, 0.17265434778633237)","(0.33, 0.2226464205223802)","(0.435, 0.13052093428149483)","(0.07077155214113494, 0.034531812831163404)","(1.5830985794464747, 1.5965388500758528)"
3,"(0.3466666666666667, 0.3563037762252611)","(0.74, 0.16388149028228557)","(0.36333333333333334, 0.2489023522435675)","(0.4533333333333333, 0.12951374260598572)","(0.11204944206401705, 0.03562152005624377)","(1.599932332430035, 1.583126003212501)"
4,"(0.3466666666666667, 0.39072582032246944)","(0.7333333333333333, 0.1397276262011544)","(0.41, 0.20106857394573482)","(0.475, 0.1239239398064105)","(0.17729084162662426, 0.039738932903899085)","(1.5976296682065974, 1.5832898635384403)"
5,"(0.43333333333333335, 0.4064948895596293)","(0.78, 0.14735767952260148)","(0.42333333333333334, 0.22189658681037713)","(0.515, 0.13621149521450615)","(0.2347641778488954, 0.061269940424995936)","(1.5798119589841615, 1.5990763801962884)"
