,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.88, 0.10327955589886445)","(0.155, 0.10124228365658293)","(0.2975, 0.05945352993912322)","(117.85505139739253, 9.377688112168522)","(5.8322011173702775, 7.061316396096189)"
1,2,"(0.18, 0.2699794230842212)","(0.95, 0.12692955176439846)","(0.35500000000000004, 0.10394977419675118)","(0.46, 0.03374742788552764)","(109.44901006780565, 12.389995173554066)","(5.666941598523408, 7.0266714006924955)"
2,3,"(0.19999999999999998, 0.2748737083745107)","(0.95, 0.07071067811865474)","(0.44, 0.11972189997378647)","(0.5075, 0.10804448672241962)","(89.66433669114485, 9.298595232313142)","(4.9075268804561345, 5.939027154448415)"
3,4,"(0.12000000000000001, 0.18737959096740261)","(0.98, 0.06324555320336757)","(0.47, 0.12952906151816965)","(0.51, 0.08514693182963201)","(84.91803295309656, 5.407772883025525)","(4.723300424218178, 5.860743544313695)"
4,5,"(0.21, 0.2024845673131659)","(0.98, 0.04216370213557838)","(0.53, 0.09486832980505139)","(0.5625, 0.08014743359029729)","(84.32337926295585, 6.2468884112039404)","(4.714154970552772, 5.867299440504392)"
