,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.04, 0.09660917830792959)","(0.85, 0.13540064007726602)","(0.2, 0.12692955176439846)","(0.3225, 0.08696263565463043)","(117.85505139739253, 9.377688112168522)","(5.8322011173702775, 7.061316396096189)"
1,2,"(0.23, 0.2263232692902394)","(0.92, 0.06324555320336757)","(0.41000000000000003, 0.16964014199999297)","(0.4925, 0.07075976571784594)","(109.44901006780565, 12.389995173554066)","(5.666941598523408, 7.0266714006924955)"
2,3,"(0.35, 0.2758824226207808)","(0.98, 0.04216370213557838)","(0.495, 0.08959786703810409)","(0.58, 0.10527741131569171)","(89.66433669114485, 9.298595232313142)","(4.9075268804561345, 5.939027154448415)"
3,4,"(0.25, 0.18408935028645435)","(0.98, 0.06324555320336757)","(0.55, 0.17159383568311667)","(0.5825, 0.12250283443432826)","(84.91803295309656, 5.407772883025525)","(4.723300424218178, 5.860743544313695)"
4,5,"(0.33999999999999997, 0.23664319132398462)","(0.98, 0.04216370213557838)","(0.595, 0.12122064363978786)","(0.6275, 0.10236780092717958)","(84.32337926295585, 6.2468884112039404)","(4.714154970552772, 5.867299440504392)"
