,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.9400000000000001, 0.06992058987801009)","(0.14, 0.07745966692414834)","(0.305, 0.049721446300587654)","(983.8273773298599, 327.72606170646964)","(8.43338336814195, 8.655118273880749)"
1,2,"(0.21, 0.30713731999438515)","(0.95, 0.07071067811865474)","(0.375, 0.14191155304938666)","(0.4775, 0.07945124291035352)","(180.78297180815133, 35.29487197764172)","(5.001075207372196, 5.948593650505214)"
2,3,"(0.28, 0.30840089349921007)","(0.95, 0.08498365855987973)","(0.455, 0.16574746520602424)","(0.535, 0.1375378735718517)","(178.06389899407515, 34.302008640037464)","(5.021998675935902, 5.928029267526177)"
3,4,"(0.29, 0.26012817353502227)","(0.96, 0.06992058987801009)","(0.62, 0.1494434118097326)","(0.6224999999999999, 0.10636023693091323)","(183.48541276287287, 36.290984912153085)","(5.055168772931211, 5.9299545999985135)"
4,5,"(0.35000000000000003, 0.2990726407487727)","(0.97, 0.04830458915396478)","(0.6849999999999999, 0.15994790818680105)","(0.6725, 0.12216223275264378)","(183.3044899376342, 36.31711455660032)","(5.057574468990788, 5.94808145958216)"
