budget,high_margin,low_margin,other,total,time,time_defense
1,"(0.03333333333333333, 0.06172133998483677)","(0.8333333333333334, 0.11751393027860063)","(0.22666666666666666, 0.13478377746103817)","(0.33, 0.07973169292786186)","(5.79736923421345, 0.9286650050426801)","(2.062594024545979, 1.668238193890048)"
2,"(0.26666666666666666, 0.26095064302514775)","(0.92, 0.10141851056742199)","(0.41000000000000003, 0.13912994953331528)","(0.5016666666666667, 0.06578283174492378)","(6.6740882620099, 0.12919301896592758)","(1.9556223842625817, 1.6511794170119822)"
3,"(0.33999999999999997, 0.3065941943351178)","(0.9333333333333333, 0.11751393027860062)","(0.5, 0.14638501094227999)","(0.5683333333333334, 0.11667516975815909)","(7.839337119141904, 0.23003005663441936)","(1.9514189108119657, 1.6480016102831105)"
4,"(0.5266666666666666, 0.3283436063174123)","(0.9333333333333333, 0.0816496580927726)","(0.5966666666666667, 0.16417180315870614)","(0.6633333333333333, 0.12916858677528298)","(8.989733367917749, 0.31070129622919396)","(1.9099268984049558, 1.6686428390814763)"
5,"(0.46, 0.3290679478249352)","(0.9866666666666667, 0.03518657752744983)","(0.67, 0.14976171549689002)","(0.6966666666666667, 0.11872336794093274)","(10.209557351159553, 0.3244436937875912)","(1.9787448885928218, 1.639471275753028)"
