,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.12666666666666668, 0.15796322658258458)","(0.6866666666666666, 0.192230020944651)","(0.11333333333333334, 0.07432233529572066)","(0.2733333333333333, 0.21201976547572388)","(0.37333333333333335, 0.17915143899851346)","(0.31466666666666665, 0.07268981719477306)","(115.77546317769836, 7.535673840903586)"
1,2,"(0.28, 0.13732131246511903)","(0.7933333333333333, 0.14864467059144132)","(0.14666666666666667, 0.0915475416434127)","(0.54, 0.22614786566062733)","(0.42, 0.18593393604027364)","(0.436, 0.08287684494822078)","(113.51677850460013, 10.149882121753942)"
2,3,"(0.35333333333333333, 0.17265434778633235)","(0.84, 0.15023790657297037)","(0.18666666666666668, 0.12459458063579461)","(0.54, 0.15946338585572373)","(0.5333333333333333, 0.19148542155126763)","(0.4906666666666667, 0.06713171133426189)","(109.94668513592333, 8.314393387687355)"
3,4,"(0.30666666666666664, 0.17511900715418263)","(0.8933333333333333, 0.13870146083619753)","(0.20666666666666667, 0.13870146083619753)","(0.64, 0.17237832147426693)","(0.6466666666666666, 0.11872336794093273)","(0.5386666666666666, 0.07110019757523953)","(103.32283832744385, 9.821794015511866)"
4,5,"(0.44666666666666666, 0.1995232412766087)","(0.9400000000000001, 0.09856107606091623)","(0.20666666666666667, 0.1279880946844369)","(0.6466666666666667, 0.1807392228230128)","(0.6333333333333333, 0.17182493859684492)","(0.5746666666666667, 0.06988425805436818)","(103.65935272614782, 10.235736064640752)"
