,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.04666666666666667, 0.06399404734221845)","(0.8066666666666666, 0.1830950832868254)","(0.02666666666666667, 0.04577377082170635)","(0.20666666666666667, 0.1869555587629877)","(0.25333333333333335, 0.14573295865416044)","(0.268, 0.05115801850289803)","(115.77546317769836, 7.535673840903586)"
1,2,"(0.2, 0.15583874449479593)","(0.86, 0.12983506020002017)","(0.04, 0.050709255283711)","(0.46, 0.23844735867092942)","(0.4533333333333333, 0.1846489590960049)","(0.4026666666666667, 0.10606377237079496)","(113.51677850460013, 10.149882121753942)"
2,3,"(0.2, 0.15118578920369088)","(0.84, 0.17237832147426693)","(0.09333333333333334, 0.07037315505489969)","(0.49333333333333335, 0.22824381283013587)","(0.3466666666666667, 0.16846647257229666)","(0.39466666666666667, 0.0812286602012814)","(109.94668513592333, 8.314393387687355)"
3,4,"(0.24666666666666667, 0.16417180315870614)","(0.88, 0.12071217242444347)","(0.08, 0.056061191058138816)","(0.52, 0.15212776585113297)","(0.5466666666666666, 0.16846647257229666)","(0.45466666666666666, 0.06864678399153855)","(103.32283832744385, 9.821794015511866)"
4,5,"(0.3, 0.27255405754769874)","(0.9066666666666667, 0.1162919151265879)","(0.09333333333333334, 0.07988086367179803)","(0.5466666666666666, 0.17674302033770736)","(0.5733333333333334, 0.17511900715418263)","(0.484, 0.11089248332120107)","(103.65935272614782, 10.235736064640752)"
