,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.25333333333333335, 0.188477610139267)","(0.7466666666666667, 0.13557637102737477)","(0.22666666666666668, 0.08837151016885368)","(0.44666666666666666, 0.27996598432836867)","(0.4, 0.1647508942095828)","(0.4146666666666667, 0.09605553948974868)","(16.521187035180628, 0.35148970578311584)"
1,2,"(0.44666666666666666, 0.2587515815456612)","(0.7466666666666667, 0.14573295865416047)","(0.16, 0.13522468075656266)","(0.62, 0.290811671999988)","(0.54, 0.13522468075656263)","(0.5026666666666667, 0.10498072385420278)","(17.21407307656482, 0.38780853281171956)"
2,3,"(0.5, 0.2563479777846623)","(0.8533333333333334, 0.11872336794093274)","(0.14666666666666667, 0.11254628677422755)","(0.7000000000000001, 0.24494897427831783)","(0.6266666666666667, 0.16242214252050852)","(0.5653333333333334, 0.1297176420795054)","(17.739949956877776, 0.4891425147532948)"
3,4,"(0.56, 0.24142434484888695)","(0.8933333333333333, 0.1162919151265879)","(0.24, 0.11212238211627762)","(0.6866666666666666, 0.20998866182543785)","(0.6466666666666666, 0.14074631010979935)","(0.6053333333333333, 0.10835567535183556)","(18.51838799364244, 0.36484730244672897)"
4,5,"(0.74, 0.232379000772445)","(0.9, 0.12535663410560174)","(0.32, 0.14242792663559448)","(0.7533333333333333, 0.23563490726929556)","(0.6866666666666666, 0.16417180315870614)","(0.68, 0.09471762545286157)","(18.90778090565776, 0.6895549701223768)"
