,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.06666666666666667, 0.10465362369445672)","(0.48, 0.1780850519113991)","(0.12666666666666668, 0.10327955589886445)","(0.14, 0.17237832147426693)","(0.18666666666666668, 0.16846647257229666)","(0.2, 0.08518886580500327)","(42.34413605118171, 0.194717431172026)"
1,2,"(0.1, 0.10690449676496976)","(0.6466666666666667, 0.188477610139267)","(0.18, 0.16987390281365428)","(0.22, 0.18973665961010275)","(0.24, 0.15946338585572373)","(0.2773333333333333, 0.08680574920613321)","(42.315355926783134, 0.23149301399614275)"
2,3,"(0.12666666666666668, 0.13345232785352157)","(0.5733333333333334, 0.17099150633319551)","(0.22, 0.15675276256394516)","(0.3, 0.2138089935299395)","(0.3, 0.13093073414159542)","(0.304, 0.10561385190535243)","(42.344585686301194, 0.34624591131728066)"
3,4,"(0.10666666666666667, 0.1162919151265879)","(0.6133333333333333, 0.1505545305418162)","(0.20666666666666667, 0.15337473561121312)","(0.18, 0.13201731488169052)","(0.3466666666666667, 0.1505545305418162)","(0.2906666666666667, 0.06627504019146992)","(42.306526815705, 0.22482860989460587)"
4,5,"(0.14666666666666667, 0.13020130933435714)","(0.62, 0.13732131246511906)","(0.30666666666666664, 0.1667618775665584)","(0.19333333333333333, 0.19808608037440498)","(0.42, 0.1740279123753264)","(0.3373333333333333, 0.0844703385528796)","(42.145380783764026, 0.2546483871212906)"
