,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.2866666666666667, 0.2972893411828826)","(0.37333333333333335, 0.1869555587629877)","(0.04666666666666667, 0.0833809387832792)","(0.6333333333333333, 0.4482771251718974)","(0.13333333333333333, 0.08997354108424374)","(0.2946666666666667, 0.11722180846989344)","(0.042032561854769786, 0.010092594750266906)"
1,2,"(0.36, 0.322490309931942)","(0.5133333333333333, 0.2263583337058639)","(0.04666666666666667, 0.06399404734221845)","(0.6466666666666667, 0.2065591117977289)","(0.2, 0.1)","(0.35333333333333333, 0.0990430401872025)","(0.07472297456115484, 0.03868314465991196)"
2,3,"(0.18666666666666668, 0.12459458063579461)","(0.64, 0.202837021134844)","(0.05333333333333334, 0.06399404734221845)","(0.36, 0.30659419433511786)","(0.35333333333333333, 0.14573295865416044)","(0.31866666666666665, 0.11173096940333742)","(0.08606442753225566, 0.040458751287719905)"
3,4,"(0.19333333333333333, 0.2051712409068047)","(0.7333333333333333, 0.1877181270897812)","(0.08, 0.07745966692414834)","(0.42666666666666664, 0.25764501233470904)","(0.42666666666666664, 0.17511900715418263)","(0.372, 0.12868566353716332)","(0.08645265897115072, 0.03248027319990907)"
4,5,"(0.18666666666666668, 0.22949219304078008)","(0.7, 0.14638501094227999)","(0.11333333333333334, 0.0990430401872025)","(0.4666666666666667, 0.19148542155126763)","(0.48666666666666664, 0.19591057240729093)","(0.39066666666666666, 0.10470821134853524)","(0.11903394258891543, 0.05161744758637725)"
