,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.08666666666666667, 0.0990430401872025)","(0.7266666666666667, 0.15337473561121312)","(0.060000000000000005, 0.10555973258234953)","(0.24, 0.24142434484888695)","(0.19333333333333333, 0.1486446705914413)","(0.26133333333333336, 0.07836422896291637)","(0.3321391029283404, 0.02788104841076683)"
1,2,"(0.21333333333333335, 0.16417180315870614)","(0.8866666666666667, 0.11254628677422755)","(0.12000000000000001, 0.09411239481143203)","(0.32666666666666666, 0.2685055643655045)","(0.47333333333333333, 0.11629191512658789)","(0.404, 0.07826694248349227)","(0.6233656617812813, 0.05656167625929975)"
2,3,"(0.23333333333333334, 0.16761634196950514)","(0.8533333333333334, 0.13557637102737477)","(0.15333333333333335, 0.09904304018720249)","(0.5, 0.19272482233188631)","(0.42, 0.21111946516469904)","(0.432, 0.09994284080699041)","(0.9104289987434944, 0.09901221484578485)"
3,4,"(0.3466666666666667, 0.1505545305418162)","(0.94, 0.10555973258234953)","(0.22, 0.13201731488169052)","(0.6933333333333334, 0.1334523278535216)","(0.5666666666666667, 0.20236694629405502)","(0.5533333333333333, 0.07659416862050705)","(1.2110210669847825, 0.13058720439195218)"
4,5,"(0.4866666666666667, 0.2065591117977289)","(0.96, 0.06324555320336757)","(0.19333333333333333, 0.1162919151265879)","(0.8, 0.18126539343499315)","(0.7, 0.1889822365046136)","(0.628, 0.08743977519249625)","(1.490205737731109, 0.16030771953973622)"
