budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
1,"(0.0, 0.0)","(0.22, 0.19346465162548798)","(0.0, 0.0)","(0.08666666666666667, 0.0990430401872025)","(0.02666666666666667, 0.04577377082170635)","(0.06666666666666667, 0.05380741673076394)","(226.54164845684232, 39.10547203260977)","(113.61688457159714, 113.42857739388744)"
2,"(0.0, 0.0)","(0.24, 0.16818357317441643)","(0.0, 0.0)","(0.15333333333333335, 0.15976172734359606)","(0.03333333333333333, 0.06172133998483677)","(0.08533333333333333, 0.057304533187257735)","(375.89228012084493, 82.36440948519152)","(113.6542844295463, 113.43493633052826)"
3,"(0.006666666666666667, 0.025819888974716113)","(0.2733333333333333, 0.18309508328682536)","(0.0, 0.0)","(0.17333333333333334, 0.16242214252050852)","(0.02666666666666667, 0.05936168397046637)","(0.096, 0.05138093031466052)","(527.9576561394963, 127.12531590718602)","(113.04295015245056, 112.15873480341402)"
4,"(0.006666666666666667, 0.025819888974716113)","(0.26, 0.17647338933351153)","(0.0, 0.0)","(0.24, 0.19198214202665534)","(0.006666666666666667, 0.025819888974716113)","(0.10266666666666667, 0.05848890818738525)","(552.9390306940924, 148.08083847441412)","(85.26236389729505, 87.57992761587225)"
5,"(0.006666666666666667, 0.025819888974716113)","(0.2866666666666667, 0.1995232412766087)","(0.0, 0.0)","(0.24, 0.20283702113484398)","(0.02, 0.041403933560541256)","(0.11066666666666666, 0.0649688570082034)","(675.2374719254827, 190.02346820567936)","(85.11534929722548, 88.14838144381977)"
