,budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.8533333333333334, 0.11872336794093274)","(0.013333333333333334, 0.035186577527449844)","(0.07333333333333333, 0.13870146083619753)","(0.18666666666666668, 0.09154754164341268)","(0.22533333333333333, 0.04983783225431784)","(98.90470225179257, 9.66160600014231)","(0.6890789355461796, 0.33499149696552666)"
1,2,"(0.0, 0.0)","(0.9533333333333334, 0.07432233529572063)","(0.02, 0.041403933560541256)","(0.17333333333333334, 0.21536237457121515)","(0.31333333333333335, 0.13557637102737477)","(0.292, 0.048284868969777385)","(100.48031411831423, 7.021307552096527)","(0.6423557776181649, 0.23474412202008915)"
2,3,"(0.0, 0.0)","(0.96, 0.06324555320336757)","(0.02666666666666667, 0.05936168397046637)","(0.23333333333333334, 0.23804761428476165)","(0.43333333333333335, 0.12344267996967352)","(0.33066666666666666, 0.05799835794063073)","(98.25771030078953, 7.543069307689576)","(0.6412611186737195, 0.23392366300346243)"
3,4,"(0.0, 0.0)","(0.9733333333333334, 0.05936168397046636)","(0.04, 0.07367883976130073)","(0.26666666666666666, 0.2819996622760558)","(0.4666666666666667, 0.11751393027860062)","(0.34933333333333333, 0.07085867893880311)","(95.20420402688906, 9.647871864158185)","(0.6551196165227642, 0.23988718743685772)"
4,5,"(0.0, 0.0)","(0.9933333333333333, 0.025819888974716106)","(0.04666666666666667, 0.06399404734221845)","(0.26666666666666666, 0.2554174920362645)","(0.5333333333333333, 0.0975900072948533)","(0.368, 0.05595916878786327)","(91.27781302372459, 10.765028287260472)","(0.6361243761222188, 0.2298084235050781)"
