,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.013333333333333334, 0.035186577527449844)","(0.92, 0.10141851056742199)","(0.23, 0.08823669466675577)","(0.34833333333333333, 0.05300494136893097)","(0.25197366366531543, 0.014504085430126898)","(5.766643849802009, 1.5103794696395847)"
1,2,"(0.06666666666666667, 0.09759000729485333)","(0.96, 0.08280786712108251)","(0.34, 0.1072380529476361)","(0.42666666666666664, 0.062297290317897304)","(0.472895782252696, 0.005589685270300593)","(5.518321524334412, 1.5473991971251129)"
2,3,"(0.12000000000000001, 0.12071217242444349)","(0.9533333333333334, 0.08338093878327918)","(0.43666666666666665, 0.12021805585011326)","(0.4866666666666667, 0.06805110124716851)","(0.6957885043385128, 0.0006073831766679197)","(5.679866012067456, 1.3517290943581446)"
3,4,"(0.3666666666666667, 0.2439750182371333)","(0.9666666666666667, 0.06172133998483675)","(0.5033333333333333, 0.16198177440099623)","(0.585, 0.10640220191062105)","(0.9151386378109844, 0.0022538697884008363)","(5.603340707131428, 1.265631418951326)"
4,5,"(0.48, 0.23664319132398465)","(0.98, 0.04140393356054124)","(0.5533333333333333, 0.09536895771286429)","(0.6416666666666667, 0.06725927091345492)","(1.0767295967942725, 0.07057340407886184)","(6.039264442533992, 1.9063448588679799)"
