,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.07333333333333333, 0.07037315505489969)","(0.84, 0.13522468075656266)","(0.25333333333333335, 0.07898161329129229)","(0.355, 0.06065122775815365)","(86.6750198075897, 4.8757957656148765)","(5.9724404151997685, 1.6297430027433197)"
1,2,"(0.15333333333333335, 0.11254628677422755)","(0.9066666666666666, 0.10327955589886445)","(0.32333333333333336, 0.10997835284835873)","(0.42666666666666664, 0.08316649966583099)","(81.74185095314266, 4.7859433525417465)","(5.527295476733707, 1.356575329225747)"
2,3,"(0.18, 0.12071217242444347)","(0.9133333333333333, 0.0915475416434127)","(0.4666666666666667, 0.14474937289114917)","(0.5066666666666667, 0.0937638878602347)","(80.06756988792719, 4.321171072326679)","(5.373309399332114, 1.078005118606539)"
3,4,"(0.22, 0.18593393604027364)","(0.9400000000000001, 0.06324555320336757)","(0.44333333333333336, 0.1279880946844369)","(0.5116666666666667, 0.0865337809071997)","(77.71864806580028, 3.2855958809485752)","(5.470329649201206, 1.4974169365057852)"
4,5,"(0.2866666666666667, 0.21995670569671746)","(0.9666666666666667, 0.04879500364742665)","(0.4633333333333333, 0.17775049393809877)","(0.545, 0.11884864324004712)","(75.87466883132292, 2.4570241571029343)","(5.4703976885299195, 1.1606950561194187)"
