,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.4866666666666667, 0.3739111175259754)","(0.5599999999999999, 0.14540583599999396)","(0.16333333333333333, 0.08549575316659774)","(0.3433333333333333, 0.1111894565059801)","(0.029293665665803322, 0.00195093409419254)","(6.190001207265595, 2.2321959022946767)"
1,2,"(0.5666666666666667, 0.22886885410853172)","(0.6733333333333333, 0.12227992865708155)","(0.26, 0.10723805294763608)","(0.44, 0.10682094497669586)","(0.037238195128156806, 0.0009206073225841138)","(6.1873153263998875, 1.7635967131492682)"
2,3,"(0.3, 0.17728105208558367)","(0.7, 0.14638501094227999)","(0.2866666666666667, 0.09536895771286429)","(0.3933333333333333, 0.08370156737452639)","(0.04612141740314352, 0.0005638971501187308)","(5.628211901066728, 1.4670131925485461)"
3,4,"(0.24666666666666667, 0.14573295865416044)","(0.7333333333333333, 0.10465362369445674)","(0.2866666666666667, 0.10768118728560758)","(0.3883333333333333, 0.06329259341307149)","(0.05561780099524185, 0.0015745848011193457)","(5.192106190998554, 1.221509872885959)"
4,5,"(0.2733333333333333, 0.21536237457121515)","(0.76, 0.14040757000349277)","(0.31, 0.0806225774829855)","(0.41333333333333333, 0.06739188873051909)","(0.06456999833123216, 0.0021089351305472958)","(5.562636166599502, 1.2613650885058005)"
