,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.07333333333333333, 0.10327955589886445)","(0.88, 0.12649110640673517)","(0.27, 0.09219544457292887)","(0.37333333333333335, 0.06844358121492336)","(0.25197366366531543, 0.014504085430126898)","(5.766643849802009, 1.5103794696395847)"
1,2,"(0.16666666666666669, 0.14960264830861913)","(0.9266666666666666, 0.079880863671798)","(0.43666666666666665, 0.09347777938149385)","(0.4916666666666667, 0.08380817098475259)","(0.472895782252696, 0.005589685270300593)","(5.518321524334412, 1.5473991971251129)"
2,3,"(0.3, 0.23904572186687872)","(0.9666666666666667, 0.04879500364742665)","(0.5866666666666667, 0.09536895771286426)","(0.61, 0.07183811165192391)","(0.6957885043385128, 0.0006073831766679197)","(5.679866012067456, 1.3517290943581446)"
3,4,"(0.5333333333333333, 0.2716790823923031)","(0.9666666666666667, 0.04879500364742665)","(0.6333333333333333, 0.12344267996967354)","(0.6916666666666667, 0.0943335015983692)","(0.9151386378109844, 0.0022538697884008363)","(5.603340707131428, 1.265631418951326)"
4,5,"(0.6266666666666667, 0.22824381283013587)","(0.98, 0.04140393356054124)","(0.71, 0.08493695140682712)","(0.7566666666666667, 0.07163066648407215)","(1.0767295967942725, 0.07057340407886184)","(6.039264442533992, 1.9063448588679799)"
