,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.13333333333333333, 0.1543033499620919)","(0.8733333333333333, 0.10997835284835873)","(0.3433333333333333, 0.12227992865708155)","(0.42333333333333334, 0.07286647932708022)","(14.107998061597998, 1.4032326273176214)","(6.064286284866587, 1.8711242714014564)"
1,2,"(0.6266666666666667, 0.25485756993344527)","(0.9533333333333334, 0.05163977794943221)","(0.5633333333333334, 0.09904304018720249)","(0.6766666666666666, 0.09518153082149819)","(20.205750317066606, 1.676392337665864)","(5.813942694333431, 1.533980496268423)"
2,3,"(0.72, 0.2541090879355333)","(0.96, 0.05070925528371099)","(0.66, 0.12421180068162375)","(0.75, 0.09589801130069678)","(26.52111046833355, 2.1259485933579048)","(5.563322572001198, 1.5976250957394513)"
3,4,"(0.8266666666666667, 0.20517124090680472)","(0.9866666666666667, 0.05163977794943221)","(0.7433333333333333, 0.09232447954800246)","(0.825, 0.05900968443520824)","(33.367814131197036, 2.2539248005769372)","(5.848725570933311, 1.5027699191000796)"
4,5,"(0.8466666666666667, 0.1846489590960049)","(0.9866666666666667, 0.03518657752744983)","(0.7766666666666666, 0.11629191512658792)","(0.8466666666666667, 0.06805110124716851)","(39.055009656675004, 2.277587043051952)","(5.750994425533766, 1.3506548024175786)"
