budget,high_margin,low_margin,other,total,time,time_defense
1,"(0.36, 0.2501428163498376)","(0.52, 0.27307769694983985)","(0.17333333333333334, 0.10153582525160176)","(0.30666666666666664, 0.08208590157935307)","(0.04974130322225392, 0.010699867478862615)","(3.941813339370613, 1.5927536215795939)"
2,"(0.30666666666666664, 0.23135213317324205)","(0.72, 0.23360528369758374)","(0.31666666666666665, 0.16761634196950517)","(0.415, 0.15083103128998357)","(0.07371048134130737, 0.005749154218679279)","(3.679550983756781, 0.9120086305634099)"
3,"(0.31333333333333335, 0.253170373652286)","(0.7466666666666667, 0.188477610139267)","(0.5, 0.1647508942095828)","(0.515, 0.13289362018439516)","(0.11042556767351926, 0.010853621706453606)","(3.961606451108431, 0.9014180170745031)"
4,"(0.3466666666666667, 0.2587515815456612)","(0.7466666666666667, 0.17265434778633237)","(0.5466666666666666, 0.14200938936093863)","(0.5466666666666666, 0.1267261764969014)","(0.16614025303473076, 0.028094758906629106)","(3.307872202883785, 0.5800856778867648)"
5,"(0.3333333333333333, 0.27429563474123175)","(0.8, 0.19639610121239315)","(0.6, 0.17525491637693283)","(0.5833333333333334, 0.13251235342232742)","(0.2346863749747475, 0.03706025504534194)","(3.753055185219273, 1.2065541275409402)"
