,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.13, 0.11595018087284058)","(0.76, 0.1776388345929897)","(0.345, 0.09846036991827954)","(0.395, 0.0674948557710553)","(93.5272703051567, 6.859521934048087)","(7.7971301314421, 2.214972678095351)"
1,2,"(0.4, 0.18856180831641267)","(0.83, 0.1636391694484477)","(0.52, 0.09486832980505139)","(0.5675, 0.06775158874725948)","(92.34223685911857, 8.634723377843143)","(8.157462814263999, 1.9137075433189326)"
2,3,"(0.38, 0.1398411797560202)","(0.86, 0.14298407059684812)","(0.525, 0.067700320038633)","(0.5725, 0.05827377912349029)","(92.206787977973, 8.438947680920899)","(7.01121810907498, 1.9923087709476428)"
3,4,"(0.42, 0.14757295747452437)","(0.87, 0.12516655570345725)","(0.54, 0.05163977794943222)","(0.5925, 0.05898446123062131)","(91.64045651787892, 3.932735339270881)","(8.19827448776923, 2.862540086925902)"
4,5,"(0.4, 0.19999999999999998)","(0.9, 0.10540925533894598)","(0.655, 0.11890705987824647)","(0.6525, 0.09750356118852502)","(88.273313966766, 5.811871804401843)","(7.837435103021562, 2.3500068209371663)"
