,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.25, 0.15811388300841897)","(0.77, 0.14181364924121767)","(0.425, 0.120761472884912)","(0.4675, 0.10141361951050866)","(167.0382256930694, 21.071775439032105)","(7.147995978733524, 1.3373082948271808)"
1,2,"(0.27, 0.1766981104093143)","(0.86, 0.10749676997731401)","(0.5, 0.10801234497346432)","(0.5325, 0.06977145229644828)","(169.68982387711293, 20.78885681283161)","(7.480449444241822, 1.1620937506473992)"
2,3,"(0.44, 0.22705848487901867)","(0.91, 0.0875595035770913)","(0.675, 0.12304019216861167)","(0.675, 0.10137937550497032)","(176.05699520921334, 24.245427137271854)","(7.916935764346272, 1.4463165545568086)"
3,4,"(0.49, 0.17919573407620817)","(0.91, 0.09944289260117532)","(0.645, 0.15356865999719257)","(0.6725, 0.11574037036977777)","(173.5798998844344, 23.175347709691632)","(7.313064751913771, 1.700183274435393)"
4,5,"(0.57, 0.170293863659264)","(0.93, 0.10593499054713804)","(0.67, 0.12292725943057184)","(0.71, 0.09732534213770955)","(175.90298432279377, 25.031858419227678)","(8.268961081188172, 3.3674707567394018)"
