budget,high_margin,low_margin,other,total,time,time_defense
1,"(0.36666666666666664, 0.24397501823713327)","(0.5666666666666667, 0.25260547066428274)","(0.21, 0.09102589898327995)","(0.3383333333333333, 0.10082988974836116)","(0.04974130322225392, 0.010699867478862615)","(3.941813339370613, 1.5927536215795939)"
2,"(0.3666666666666667, 0.22572634084745394)","(0.68, 0.21778101714468007)","(0.38, 0.14735767952260145)","(0.45166666666666666, 0.1443788007127019)","(0.07371048134130737, 0.005749154218679279)","(3.679550983756781, 0.9120086305634099)"
3,"(0.44666666666666666, 0.2695675549220764)","(0.7533333333333333, 0.16846647257229666)","(0.5533333333333333, 0.13425278218275224)","(0.5766666666666667, 0.11819576174820354)","(0.11042556767351926, 0.010853621706453606)","(3.961606451108431, 0.9014180170745031)"
4,"(0.42, 0.22740775209804462)","(0.72, 0.21111946516469904)","(0.5566666666666666, 0.11159023681479016)","(0.5633333333333334, 0.1121489230995151)","(0.16614025303473076, 0.028094758906629106)","(3.307872202883785, 0.5800856778867648)"
5,"(0.4533333333333333, 0.27220440498867404)","(0.8066666666666666, 0.1279880946844369)","(0.6033333333333333, 0.11567606658662101)","(0.6166666666666667, 0.1104643877110671)","(0.2346863749747475, 0.03706025504534194)","(3.753055185219273, 1.2065541275409402)"
