,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.17, 0.13374935098492585)","(0.78, 0.214993539954628)","(0.40499999999999997, 0.18020050561034012)","(0.44, 0.0689202437604511)","(86.04772631214, 6.86427258555909)","(13.063979127584025, 4.919953814847921)"
1,2,"(0.33, 0.1766981104093143)","(0.87, 0.09486832980505137)","(0.605, 0.17551511489201024)","(0.6025, 0.07307720422797918)","(88.75456873159855, 6.027914715374637)","(12.77977711413987, 4.292990603630637)"
2,3,"(0.27, 0.1636391694484477)","(0.84, 0.24585451886114365)","(0.58, 0.10055402085998903)","(0.5675, 0.05658081732255985)","(84.80565767483786, 5.26846157407751)","(16.935650741308926, 6.160319856912736)"
3,4,"(0.34, 0.1837873166945363)","(0.96, 0.05163977794943221)","(0.66, 0.16633299933166198)","(0.655, 0.10593499054713802)","(80.95575651270337, 7.375562647260851)","(14.259438662882895, 6.072600972940562)"
4,5,"(0.45, 0.2549509756796392)","(0.92, 0.06324555320336757)","(0.62, 0.10593499054713801)","(0.6525, 0.10438310846747827)","(77.35982637833804, 4.8185833054443465)","(13.010822875937446, 5.100711136298376)"
