,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.22, 0.2616188916046478)","(0.55, 0.15811388300841897)","(0.235, 0.1292069829554287)","(0.31, 0.11559027256266469)","(0.03561628758907318, 0.0033601760415214676)","(11.9921528512612, 4.015726171314995)"
1,2,"(0.53, 0.2110818693198342)","(0.64, 0.1776388345929897)","(0.335, 0.12258783698955529)","(0.46, 0.08595864638818419)","(0.042986251134425404, 0.0018028833420234427)","(12.456144483480603, 4.058163895733788)"
2,3,"(0.54, 0.2633122354417533)","(0.6699999999999999, 0.14181364924121767)","(0.45999999999999996, 0.1559914527573012)","(0.5325, 0.08823107288377616)","(0.05313808051869273, 0.001580034272184363)","(12.530173233919777, 4.407160703846693)"
3,4,"(0.51, 0.2766867462592951)","(0.76, 0.1349897115421106)","(0.48, 0.07149203529842406)","(0.5575, 0.10411665466090321)","(0.06316499439999461, 0.0022193378124992077)","(13.716083896439523, 6.865282512828063)"
4,5,"(0.51, 0.19119507199599983)","(0.78, 0.13165611772087668)","(0.525, 0.0485912657903775)","(0.585, 0.05027701042999451)","(0.07162558427080512, 0.0018891899100570608)","(13.363410898856818, 3.1131172891340912)"
