,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.11, 0.11005049346146119)","(0.81, 0.09944289260117534)","(0.455, 0.14230249470757708)","(0.4575, 0.09577897008796404)","(0.26332427507732065, 0.03769832426020198)","(15.452924385969528, 4.524575645392624)"
1,2,"(0.45, 0.25927248643506745)","(0.92, 0.09189365834726812)","(0.595, 0.14033689623347254)","(0.64, 0.11559027256266467)","(0.48587988237850366, 0.05607018556241183)","(13.958281534491107, 5.444331493839617)"
2,3,"(0.49, 0.26853512081497105)","(0.91, 0.09944289260117532)","(0.685, 0.14729034063523802)","(0.6925, 0.13019749954929583)","(0.7127372243441641, 0.0830378855144279)","(14.393827418750153, 7.5477906522490725)"
3,4,"(0.55, 0.28382310609877337)","(0.91, 0.2183269719175042)","(0.7, 0.14337208778404376)","(0.715, 0.13601470508735444)","(0.935938369249925, 0.10848778320523345)","(14.286217088997365, 6.485769769975751)"
4,5,"(0.63, 0.29832867780352595)","(0.97, 0.04830458915396478)","(0.735, 0.08514693182963201)","(0.7675, 0.07910084983389523)","(1.1596008757129312, 0.1357574031418728)","(14.150935590383597, 5.133787376463702)"
