budget,high_margin,low_margin,other,total,time,time_defense
1,"(0.3933333333333333, 0.3305118685283408)","(0.6, 0.282842712474619)","(0.31666666666666665, 0.11286317042372697)","(0.4066666666666667, 0.13837922359881025)","(0.048250092985108496, 0.009758538877852238)","(7.101170408337688, 2.542936265720911)"
2,"(0.41333333333333333, 0.2748159557300295)","(0.7666666666666667, 0.12909944487358058)","(0.5333333333333333, 0.16109742689559306)","(0.5616666666666666, 0.11254628677422755)","(0.06924727003400524, 0.007154791974299166)","(6.698208754090592, 2.5469123230030313)"
3,"(0.4533333333333333, 0.26149751888106393)","(0.7666666666666667, 0.1397276262011544)","(0.5866666666666667, 0.12459458063579461)","(0.5983333333333334, 0.08423323628614832)","(0.1294688058551401, 0.04063584723525761)","(7.046048472713058, 2.770190142099731)"
4,"(0.5533333333333333, 0.21995670569671746)","(0.8066666666666666, 0.21201976547572388)","(0.6, 0.1239239398064105)","(0.64, 0.09151502608861561)","(0.18577383424465854, 0.040140432339087984)","(6.534984742462014, 2.3735367634084676)"
5,"(0.5466666666666666, 0.27740292167239505)","(0.7733333333333333, 0.2374467358818655)","(0.6866666666666666, 0.10600988273786192)","(0.6733333333333333, 0.09036961141150639)","(0.24950897499608496, 0.06834180603127574)","(6.522221108525992, 1.9282599938027176)"
