,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.06, 0.09660917830792959)","(0.8, 0.14907119849998599)","(0.305, 0.14804278660801637)","(0.3675, 0.07269609495854795)","(86.04772631214, 6.86427258555909)","(13.063979127584025, 4.919953814847921)"
1,2,"(0.1, 0.09428090415820634)","(0.93, 0.08232726023485644)","(0.42, 0.15129074290546957)","(0.4675, 0.06977145229644827)","(88.75456873159855, 6.027914715374637)","(12.77977711413987, 4.292990603630637)"
2,3,"(0.17, 0.20027758514399735)","(0.88, 0.15491933384829668)","(0.46, 0.19832633040858025)","(0.4925, 0.10739982412565778)","(84.80565767483786, 5.26846157407751)","(16.935650741308926, 6.160319856912736)"
3,4,"(0.17, 0.22135943621178655)","(0.94, 0.0966091783079296)","(0.545, 0.1499073788117924)","(0.55, 0.07817359599705716)","(80.95575651270337, 7.375562647260851)","(14.259438662882895, 6.072600972940562)"
4,5,"(0.23, 0.23593784492248518)","(0.9400000000000001, 0.05163977794943221)","(0.51, 0.1100504934614612)","(0.5475, 0.07945124291035352)","(77.35982637833804, 4.8185833054443465)","(13.010822875937446, 5.100711136298376)"
