Unnamed: 0,budget,high_margin,low_margin,other,total,time,time_defense
0.0,1,"(0.04666666666666667, 0.0833809387832792)","(0.62, 0.3985688683993556)","(0.54, 0.14417251570848824)","(0.43666666666666665, 0.11984613151076358)","(10.51622340033476, 0.3631993528323283)","(8.055202382666902, 1.863754145311717)"
1.0,2,"(0.07333333333333333, 0.1486446705914413)","(0.7466666666666667, 0.2559761893688738)","(0.64, 0.13912994953331528)","(0.525, 0.09543135154205276)","(10.9264900009337, 0.25530348440014167)","(8.221741008466779, 1.8745308160291019)"
2.0,3,"(0.08666666666666667, 0.16846647257229666)","(0.7666666666666667, 0.3579039509354962)","(0.76, 0.08904252595569956)","(0.5933333333333334, 0.11238750989746317)","(11.042082975805291, 0.44234205544508504)","(8.357388011200237, 2.0768626510651598)"
3.0,4,"(0.12666666666666668, 0.2016597794967223)","(0.7466666666666667, 0.30441200151548997)","(0.7633333333333333, 0.09904304018720252)","(0.6, 0.13093073414159542)","(11.2152469045274, 0.5099471581221099)","(8.152330411599541, 1.9231264865200572)"
4.0,5,"(0.18666666666666668, 0.3226379365406959)","(0.78, 0.32557641192199416)","(0.7766666666666667, 0.12227992865708154)","(0.63, 0.14826376110548004)","(11.633035014201111, 0.5302303924262832)","(8.106087147332921, 1.7544558722041967)"
