budget,high_margin,low_margin,other,total,time,time_defense
1,"(0.0, 0.0)","(0.5933333333333334, 0.4096456075799224)","(0.4666666666666667, 0.1159843996077962)","(0.38166666666666665, 0.12227992865708155)","(1226.8914410670793, 60.51126276063024)","(8.371253585198428, 1.8240173729447962)"
2,"(0.05333333333333333, 0.18073922282301277)","(0.6666666666666666, 0.33309515300043163)","(0.5933333333333334, 0.1279880946844369)","(0.4766666666666667, 0.13378643251021205)","(1139.5803688425726, 69.90191665359248)","(8.013750442998328, 1.8000932445599365)"
3,"(0.09333333333333334, 0.1869555587629877)","(0.68, 0.33636714634883286)","(0.62, 0.14614083227196586)","(0.5033333333333333, 0.15232327777585722)","(1067.3958978534442, 47.11552492107932)","(8.179395076263852, 1.971587721135827)"
4,"(0.013333333333333334, 0.035186577527449844)","(0.7066666666666667, 0.34530869557266475)","(0.6433333333333333, 0.13210745986650774)","(0.5016666666666667, 0.11038353051757228)","(1033.8556760013919, 40.6183223448622)","(8.3453589373307, 2.0453776300907)"
5,"(0.06666666666666667, 0.18387366263150307)","(0.7333333333333334, 0.3154739442867026)","(0.6766666666666666, 0.09976162063830435)","(0.5383333333333333, 0.10600988273786194)","(1011.5782332451315, 39.73834393412158)","(8.012021575534407, 1.7430468354193678)"
