Unnamed: 0,budget,high_margin,low_margin,other,total,time,time_defense
0.0,1,"(0.02666666666666667, 0.05936168397046637)","(0.47333333333333333, 0.3692979181920098)","(0.35, 0.13228756555322954)","(0.3, 0.10606601717798213)","(82.20185984826942, 3.514051621394506)","(8.529125685133234, 1.9437712501315314)"
1.0,2,"(0.04, 0.10555973258234953)","(0.5733333333333334, 0.3217511608740667)","(0.4666666666666667, 0.12198750911856665)","(0.38666666666666666, 0.10973452814254347)","(84.42513250480236, 3.222693098354737)","(8.347476911200404, 1.868091899915237)"
2.0,3,"(0.02666666666666667, 0.07037315505489969)","(0.66, 0.3601586951807296)","(0.55, 0.1558387444947959)","(0.44666666666666666, 0.11054518576237546)","(84.10310646426369, 3.1875078921249282)","(8.398795340265982, 1.787825785248829)"
3.0,4,"(0.04666666666666667, 0.15522640914238175)","(0.6066666666666667, 0.40964560757992247)","(0.57, 0.1250714081749188)","(0.4483333333333333, 0.1290302659216415)","(83.69558233126736, 3.785197163382873)","(8.49247254593356, 1.895174346886936)"
4.0,5,"(0.04666666666666667, 0.1302013093343571)","(0.6533333333333333, 0.348192612268117)","(0.5833333333333334, 0.12488089563755578)","(0.4666666666666667, 0.10592562530019871)","(84.05072998292842, 2.9973519418064223)","(8.372049892533202, 1.847402645930374)"
