budget,high_margin,low_margin,other,total,time,time_defense
1,"(0.02, 0.041403933560541256)","(0.6, 0.40355562548072954)","(0.47333333333333333, 0.10153582525160178)","(0.39166666666666666, 0.11005950771330589)","(1226.8914410670793, 60.51126276063024)","(8.371253585198428, 1.8240173729447962)"
2,"(0.07333333333333333, 0.15796322658258455)","(0.6466666666666667, 0.33777986632604096)","(0.59, 0.12421180068162375)","(0.475, 0.12782521548695197)","(1139.5803688425726, 69.90191665359248)","(8.013750442998328, 1.8000932445599365)"
3,"(0.09999999999999999, 0.2203892660077359)","(0.6733333333333333, 0.34114652626247327)","(0.6166666666666667, 0.12630273533214137)","(0.5016666666666667, 0.1465272605873668)","(1067.3958978534442, 47.11552492107932)","(8.179395076263852, 1.971587721135827)"
4,"(0.06666666666666667, 0.12909944487358058)","(0.68, 0.34058772731852804)","(0.66, 0.14040757000349274)","(0.5166666666666667, 0.11005950771330589)","(1033.8556760013919, 40.6183223448622)","(8.3453589373307, 2.0453776300907)"
5,"(0.10666666666666667, 0.198086080374405)","(0.7466666666666667, 0.31365738056189973)","(0.6833333333333333, 0.07943251103624893)","(0.5549999999999999, 0.11267842992972776)","(1011.5782332451315, 39.73834393412158)","(8.012021575534407, 1.7430468354193678)"
