budget,high_margin,low_margin,other,total,time,time_defense
1,"(0.04666666666666667, 0.12459458063579461)","(0.6133333333333334, 0.3583028779970269)","(0.4633333333333333, 0.1575103927032239)","(0.39666666666666667, 0.1335860699894944)","(120.2986900929866, 5.277968207851001)","(8.148408817853003, 1.6400605097073304)"
2,"(0.16, 0.3290679478249352)","(0.6666666666666666, 0.3154739442867026)","(0.6233333333333333, 0.15220600075774499)","(0.5183333333333333, 0.1465272605873668)","(159.23028531181626, 11.696104871111029)","(8.331172350534082, 1.9936441154102245)"
3,"(0.16, 0.29952343099378004)","(0.72, 0.33209293019532093)","(0.7166666666666667, 0.1046536236944567)","(0.5783333333333334, 0.14074631010979935)","(198.63493102410186, 15.988269342099162)","(8.266481811056535, 1.6042938683995456)"
4,"(0.13333333333333333, 0.2943920288775949)","(0.74, 0.2971291205616075)","(0.6666666666666666, 0.12344267996967352)","(0.5516666666666666, 0.12191429464215932)","(241.30328173845385, 23.183298132218013)","(8.251743239401064, 1.739423378375826)"
5,"(0.17333333333333334, 0.347371079203014)","(0.7666666666666667, 0.3221948537911861)","(0.7133333333333334, 0.09904304018720249)","(0.5916666666666667, 0.13251235342232742)","(282.6346357017057, 26.487296764579)","(8.159016253942779, 1.7026634532760188)"
