budget,high_margin,low_margin,other,total,time,time_defense
1,"(0.5333333333333333, 0.5037951208671277)","(0.42666666666666664, 0.3594970031002974)","(0.29333333333333333, 0.1162919151265879)","(0.38666666666666666, 0.24782386218172509)","(0.09094994623834889, 0.05675495483002527)","(8.476681186786543, 1.807831808050267)"
2,"(0.060000000000000005, 0.12983506020002017)","(0.37333333333333335, 0.25203930154602777)","(0.2633333333333333, 0.10082988974836116)","(0.24, 0.0990129861612679)","(0.2026260761699329, 0.026580247523841034)","(8.08368991559061, 1.7383986779788503)"
3,"(0.04666666666666667, 0.10600988273786192)","(0.3333333333333333, 0.28949874578229834)","(0.34, 0.11212238211627762)","(0.265, 0.11212238211627762)","(0.3424173629997919, 0.033504783531132135)","(8.081630154543866, 1.7287550252996482)"
4,"(0.04666666666666667, 0.11254628677422755)","(0.3933333333333333, 0.21865389045137937)","(0.4066666666666667, 0.12373166049772309)","(0.31333333333333335, 0.08549575316659776)","(0.5454181640564154, 0.06548329843008746)","(8.052940865450848, 1.706255088683577)"
5,"(0.10666666666666667, 0.24630604269214887)","(0.4533333333333333, 0.2695675549220764)","(0.4066666666666667, 0.0677881855136874)","(0.3433333333333333, 0.10834249045547753)","(0.831991913743938, 0.10913554792886805)","(8.163975386026626, 2.0014194090244155)"
