budget,high_margin,low_margin,other,total,time,time_defense
1,"(0.013333333333333334, 0.035186577527449844)","(0.6466666666666667, 0.3542933946940156)","(0.47333333333333333, 0.18211717839530314)","(0.40166666666666667, 0.14282440100980476)","(120.2986900929866, 5.277968207851001)","(8.148408817853003, 1.6400605097073304)"
2,"(0.13333333333333333, 0.3062834043978286)","(0.7333333333333333, 0.2919556391613206)","(0.64, 0.1649675292725381)","(0.5366666666666666, 0.14936372989961053)","(159.23028531181626, 11.696104871111029)","(8.331172350534082, 1.9936441154102245)"
3,"(0.11333333333333334, 0.2474633209954462)","(0.72, 0.31441555759399514)","(0.7266666666666667, 0.12081075322684688)","(0.5716666666666667, 0.12132698832179961)","(198.63493102410186, 15.988269342099162)","(8.266481811056535, 1.6042938683995456)"
4,"(0.15333333333333335, 0.33988793671416107)","(0.7733333333333333, 0.26583202716502513)","(0.6433333333333333, 0.12227992865708154)","(0.5533333333333333, 0.11606135487421339)","(241.30328173845385, 23.183298132218013)","(8.251743239401064, 1.739423378375826)"
5,"(0.18666666666666668, 0.32041639575194447)","(0.8066666666666666, 0.276371041140262)","(0.7233333333333334, 0.11781745363464778)","(0.61, 0.12528538849933207)","(282.6346357017057, 26.487296764579)","(8.159016253942779, 1.7026634532760188)"
