,budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
0,1,"(0.013333333333333334, 0.035186577527449844)","(0.58, 0.14735767952260145)","(0.0, 0.0)","(0.060000000000000005, 0.09102589898327995)","(0.060000000000000005, 0.0632455532033676)","(0.14266666666666666, 0.04463609472591607)","(17.201154153173167, 0.3719120783904234)","(1.1452595587819814, 0.98638903695695)"
1,2,"(0.0, 0.0)","(0.7666666666666667, 0.1447493728911492)","(0.02, 0.041403933560541256)","(0.12000000000000001, 0.13201731488169055)","(0.11333333333333334, 0.1302013093343571)","(0.204, 0.05082181758710665)","(17.812116993560146, 0.2831939119153149)","(0.7202925289049744, 0.24518130358612547)"
2,3,"(0.026666666666666665, 0.07988086367179802)","(0.8266666666666667, 0.1334523278535216)","(0.006666666666666667, 0.025819888974716113)","(0.19333333333333333, 0.13870146083619753)","(0.13333333333333333, 0.13451854182690987)","(0.23733333333333334, 0.06584252497617399)","(18.087428357979903, 0.47065885985026157)","(0.815665288673093, 0.32908238287124236)"
3,4,"(0.013333333333333334, 0.035186577527449844)","(0.8133333333333334, 0.1505545305418162)","(0.006666666666666667, 0.025819888974716113)","(0.29333333333333333, 0.24043611170022655)","(0.22666666666666666, 0.11629191512658789)","(0.27066666666666667, 0.07959420893028649)","(18.36861873564, 0.6630892882273528)","(0.8218158025604984, 0.3586175087530007)"
4,5,"(0.06666666666666667, 0.08997354108424374)","(0.86, 0.12983506020002017)","(0.02666666666666667, 0.04577377082170635)","(0.29333333333333333, 0.21536237457121515)","(0.24, 0.18822478962286404)","(0.29733333333333334, 0.08480790619028955)","(19.453901331064603, 0.836441262661727)","(0.868459322086225, 0.5444043949836452)"
