,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.98, 0.04216370213557838)","(0.31, 0.06582805886043834)","(0.4, 0.03333333333333334)","(0.3083033655537292, 0.03195443188771594)","(1.1269337916281075, 0.4947050934822838)"
1,2,"(0.01, 0.0316227766016838)","(1.0, 0.0)","(0.635, 0.1131616346451197)","(0.57, 0.055025246730730594)","(0.5658937870291993, 0.05786359674956099)","(1.0266223076498135, 0.3105404630025031)"
2,3,"(0.01, 0.0316227766016838)","(1.0, 0.0)","(0.785, 0.08834905520465715)","(0.645, 0.045338235029118136)","(0.834897078992799, 0.08767406703176249)","(1.1072378562530503, 0.4924496459409664)"
3,4,"(0.04, 0.06992058987801011)","(1.0, 0.0)","(0.835, 0.05797509043642027)","(0.6775, 0.03425800798515743)","(1.093538792617619, 0.10834084322002606)","(1.0104550478979946, 0.3507927111618654)"
4,5,"(0.1, 0.15634719199411434)","(1.0, 0.0)","(0.92, 0.03496029493900503)","(0.735, 0.037638632635454056)","(1.3257322063902393, 0.14271605529922896)","(0.9690051812212914, 0.3233351995687578)"
