budget,high_margin,low_margin,other,total,time,time_defense
1,"(0.0, 0.0)","(0.98, 0.04140393356054124)","(0.3, 0.10177004891982148)","(0.395, 0.05277986629117475)","(6.788599671058667, 2.2438440618494955)","(0.694874603212035, 0.3373598327684726)"
2,"(0.013333333333333334, 0.051639777949432225)","(0.9866666666666667, 0.03518657752744983)","(0.6366666666666667, 0.09722335600245936)","(0.5683333333333334, 0.05041494487418057)","(8.02173883348393, 0.19292894542302091)","(0.675150317128282, 0.22164891904870854)"
3,"(0.04, 0.09102589898327995)","(1.0, 0.0)","(0.7766666666666667, 0.10668154658117954)","(0.6483333333333333, 0.05860481046402086)","(9.945418669438611, 0.25221093594584293)","(0.6610639105900191, 0.2261546571807049)"
4,"(0.060000000000000005, 0.09102589898327995)","(1.0, 0.0)","(0.8166666666666667, 0.09193683131575153)","(0.6733333333333333, 0.04861167800122969)","(11.97282632930049, 0.34550632431970396)","(0.7190246918743166, 0.33063105967399836)"
5,"(0.08, 0.14242792663559448)","(1.0, 0.0)","(0.8566666666666667, 0.07286647932708021)","(0.6983333333333334, 0.05860481046402085)","(13.946720930697241, 0.5431452463630124)","(0.6393116246637267, 0.22438065928645476)"
