budget,high_margin,low_margin,other,total,time,time_defense
1,"(0.0, 0.0)","(0.5666666666666667, 0.12909944487358055)","(0.07, 0.045512949491639976)","(0.17666666666666667, 0.03834368390280328)","(0.057549957341204085, 0.016596257193391795)","(0.6039279543949913, 0.26769813597712994)"
2,"(0.0, 0.0)","(0.7333333333333333, 0.12344267996967355)","(0.16333333333333333, 0.08121107126025426)","(0.265, 0.052440442408507565)","(0.09284748303083082, 0.011557956688275133)","(0.5011952218133956, 0.1323489590109019)"
3,"(0.006666666666666667, 0.025819888974716113)","(0.72, 0.10823255385643323)","(0.25333333333333335, 0.0990430401872025)","(0.30833333333333335, 0.049701489869400234)","(0.15219137766398488, 0.03100653685272192)","(0.5272338231404622, 0.16284719701718633)"
4,"(0.006666666666666667, 0.025819888974716113)","(0.76, 0.12983506020002017)","(0.2833333333333333, 0.10965313275875671)","(0.3333333333333333, 0.05563486402641868)","(0.21999912189009288, 0.03352404721595169)","(0.5471036470650384, 0.19992997896388173)"
5,"(0.006666666666666667, 0.025819888974716113)","(0.7533333333333333, 0.10600988273786197)","(0.38, 0.1292837411057002)","(0.38, 0.07973169292786186)","(0.3045952013383309, 0.04612750772690051)","(0.5485452966609349, 0.23814943076036116)"
