,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.98, 0.04216370213557838)","(0.245, 0.07975657409336931)","(0.3675, 0.042573465914816006)","(14.999592099385335, 1.6153174994029014)","(1.0252261167392134, 0.5500140425741603)"
1,2,"(0.0, 0.0)","(0.99, 0.031622776601683784)","(0.485, 0.10814085465005555)","(0.49, 0.05296749527356901)","(22.106878469651566, 1.401323763482444)","(0.9289054493419826, 0.4448400103792206)"
2,3,"(0.0, 0.0)","(1.0, 0.0)","(0.685, 0.11067971810589328)","(0.5925, 0.055339859052946645)","(29.792996031185613, 2.0731250700924075)","(0.9548464640043676, 0.4757436782886733)"
3,4,"(0.0, 0.0)","(1.0, 0.0)","(0.795, 0.09264628073124866)","(0.6475, 0.0463231403656243)","(37.57958509689197, 2.6872651011927453)","(0.8850699414964766, 0.4198358758684261)"
4,5,"(0.0, 0.0)","(1.0, 0.0)","(0.835, 0.10287532908007307)","(0.6675, 0.051437664540036544)","(45.11553880884312, 3.3179229651885773)","(0.7862412256654352, 0.4012109294863006)"
