budget,high_margin,low_margin,other,total,time,time_defense
1,"(0.0, 0.0)","(0.5533333333333333, 0.19223002094465097)","(0.05333333333333334, 0.051639777949432225)","(0.165, 0.06394752312862254)","(0.057549957341204085, 0.016596257193391795)","(0.6039279543949913, 0.26769813597712994)"
2,"(0.0, 0.0)","(0.7266666666666667, 0.14864467059144132)","(0.16, 0.07606388292556648)","(0.26166666666666666, 0.050767912625800875)","(0.09284748303083082, 0.011557956688275133)","(0.5011952218133956, 0.1323489590109019)"
3,"(0.0, 0.0)","(0.76, 0.18439088914585774)","(0.23666666666666666, 0.10431180365113231)","(0.30833333333333335, 0.06172133998483676)","(0.15219137766398488, 0.03100653685272192)","(0.5272338231404622, 0.16284719701718633)"
4,"(0.006666666666666667, 0.025819888974716113)","(0.7733333333333333, 0.14864467059144132)","(0.26666666666666666, 0.09574271077563382)","(0.3283333333333333, 0.06258327785172862)","(0.21999912189009288, 0.03352404721595169)","(0.5471036470650384, 0.19992997896388173)"
5,"(0.0, 0.0)","(0.7466666666666667, 0.11872336794093276)","(0.38666666666666666, 0.11094829340518858)","(0.38, 0.07860388939849879)","(0.3045952013383309, 0.04612750772690051)","(0.5485452966609349, 0.23814943076036116)"
